4.364285945892333984e+00,4.449999809265136719e+00,4.345714092254638672e+00,4.422142982482910156e+00,3.743784666061401367e+00,9.674392000000000000e+08,4.605446457862854004e+00,4.950828440046151080e+00,4.260064475679556928e+00,5.911197948328744678e-02,3.166343402965114251e+01,-3.851008983562564936e-01,-8.216178642587010472e+01,-2.907006320744203176e-01,7.250418911876435857e+01,3.379780906891974013e+01,-1.451189040000000000e+10,0.000000000000000000e+00,6.800000000000000000e+01,5.320627208822672927e+00
4.501786231994628906e+00,4.516786098480224609e+00,4.316429138183593750e+00,4.340713977813720703e+00,3.674845933914184570e+00,9.381148000000000000e+08,4.574142861366271795e+00,4.895503205205853803e+00,4.252782517526689787e+00,5.607151573262392219e-02,3.003702946173450528e+01,-3.741234831737640931e-01,-8.026174960091172750e+01,-3.384288356741395609e-01,7.054861914640025589e+01,2.210146955671424607e+01,-1.545000520000000000e+10,0.000000000000000000e+00,6.400000000000000000e+01,5.303665805034788683e+00
4.374286174774169922e+00,4.375357151031494141e+00,4.138214111328125000e+00,4.266428947448730469e+00,3.611955881118774414e+00,1.529878000000000000e+09,4.545321464538574219e+00,4.868502380286545694e+00,4.222140548790602743e+00,5.040775904230654358e-02,2.859407227948079822e+01,-3.671853001035048081e-01,-1.426394269446288092e+02,-3.949529435115359949e-02,6.960835533557147414e+01,1.792320018770680434e+01,-1.697988320000000000e+10,0.000000000000000000e+00,1.000000000000000000e+02,5.273499507156601318e+00
4.235356807708740234e+00,4.291786193847656250e+00,4.166429042816162109e+00,4.276429176330566406e+00,3.620423078536987305e+00,1.256774400000000000e+09,4.526982212066650746e+00,4.867047802166655224e+00,4.186916621966646268e+00,4.866067550376373951e-02,2.908793914446201256e+01,-3.567672147661067328e-01,-1.375355248358939662e+02,9.734082335781364670e-02,6.876211790582557626e+01,2.134595472735226096e+01,-1.572310880000000000e+10,4.000000000000000000e+00,9.600000000000000000e+01,5.249642074084300170e+00
4.201428890228271484e+00,4.324643135070800781e+00,4.122857093811035156e+00,4.255356788635253906e+00,3.602583646774291992e+00,1.504888000000000000e+09,4.507589340209960938e+00,4.862827808824579101e+00,4.152350871595342774e+00,4.736618250302326860e-02,2.863845569045125217e+01,-3.462201621410914143e-01,-1.266560083481970054e+02,3.599425406390318050e-01,6.819462081720756430e+01,2.251206124805055353e+01,-1.722799680000000000e+10,0.000000000000000000e+00,1.000000000000000000e+02,5.222204992714848615e+00
4.222499847412109375e+00,4.394642829895019531e+00,4.217500209808349609e+00,4.391428947448730469e+00,3.717781305313110352e+00,1.475138000000000000e+09,4.492267942428588512e+00,4.839706695214223586e+00,4.144829189642953438e+00,5.634386467414648214e-02,3.556278521242167301e+01,-3.231565138014316219e-01,-5.249854766452949661e+01,6.707646053815892184e-01,6.634853002495819396e+01,4.832913884043222197e+01,-1.575285880000000000e+10,0.000000000000000000e+00,9.600000000000000000e+01,5.199298903328610777e+00
4.542857170104980469e+00,4.721428871154785156e+00,4.491786003112792969e+00,4.639643192291259766e+00,3.927919626235961914e+00,1.618254400000000000e+09,4.488214397430420277e+00,4.826673148549927461e+00,4.149755646310913093e+00,7.831754918479416627e-02,4.587902063575047151e+01,-2.816034419945854239e-01,1.106051855474105992e+02,5.129398349741688401e-01,6.022340452077558837e+01,8.633652939227083323e+01,-1.413460440000000000e+10,4.000000000000000000e+00,9.200000000000000000e+01,5.183286047943161279e+00
4.617499828338623047e+00,4.650356769561767578e+00,4.457142829895019531e+00,4.465000152587890625e+00,3.780067682266235352e+00,1.255480800000000000e+09,4.469750094413757147e+00,4.768656842753644653e+00,4.170843346073869640e+00,8.012071377100749014e-02,4.091558379695074876e+01,-2.597700989656201997e-01,4.744016469331170782e+01,1.687419211643661210e-01,5.503272942569365256e+01,5.715990491485673175e+01,-1.539008520000000000e+10,0.000000000000000000e+00,8.800000000000000000e+01,5.169503336442320851e+00
4.444285869598388672e+00,4.499286174774169922e+00,4.214285850524902344e+00,4.347499847412109375e+00,3.680590867996215820e+00,1.593043200000000000e+09,4.448285794258117321e+00,4.715937084093759779e+00,4.180634504422474862e+00,7.265096687755978611e-02,3.794148696325942183e+01,-2.490771041396779850e-01,-4.325605093972611570e+01,-1.772164120970911305e-01,5.227735257108920308e+01,3.752979376975629577e+01,-1.698312840000000000e+10,0.000000000000000000e+00,8.400000000000000000e+01,5.148416787069114875e+00
4.356785774230957031e+00,4.460000038146972656e+00,4.300000190734863281e+00,4.450714111328125000e+00,3.767971992492675781e+00,1.785383600000000000e+09,4.435732197761535822e+00,4.676886808145551022e+00,4.194577587377520622e+00,7.368061711080370335e-02,4.193423507062987454e+01,-2.296272996287331836e-01,-8.058263598466396616e+00,6.926453364054555029e-02,4.979751340194519571e+01,5.477321683491383908e+01,-1.519774480000000000e+10,1.200000000000000000e+01,8.000000000000000000e+01,5.127447519639497742e+00
4.413570880889892578e+00,4.469285964965820312e+00,4.366071224212646484e+00,4.446071147918701172e+00,3.764041185379028320e+00,1.221836000000000000e+09,4.427035760879516779e+00,4.653052345838483816e+00,4.201019175920549742e+00,7.293241953151646806e-02,4.180393999941902194e+01,-2.121423923251413157e-01,1.711642023995639050e+01,4.666136505153162806e-01,4.744111446812897981e+01,5.399754320893239168e+01,-1.641958080000000000e+10,8.000000000000000000e+00,7.600000000000000000e+01,5.114210264918112259e+00
4.450356960296630859e+00,4.553571224212646484e+00,4.314642906188964844e+00,4.318929195404052734e+00,3.656404256820678711e+00,1.473698800000000000e+09,4.425125074386596857e+00,4.654099522722384918e+00,4.196150626050808796e+00,6.312529609786959872e-02,3.829497266770481190e+01,-2.061681917343207715e-01,4.072432341218033436e+00,1.851259185347721992e-01,4.418813767679534976e+01,3.275665659732843693e+01,-1.789327960000000000e+10,4.000000000000000000e+00,7.200000000000000000e+01,5.098194752851544997e+00
4.300356864929199219e+00,4.392142772674560547e+00,4.251786231994628906e+00,4.366071224212646484e+00,3.696313858032226562e+00,1.230462800000000000e+09,4.426928639411926270e+00,4.653432500723716281e+00,4.200424778100136258e+00,5.913284026531290261e-02,4.029607397400216939e+01,-1.953774375005492558e-01,-3.978387746337140385e+01,6.298460683318175997e-03,4.184909892107960161e+01,4.063240861119608383e+01,-1.666281680000000000e+10,0.000000000000000000e+00,6.800000000000000000e+01,5.084280697115426406e+00
4.356429100036621094e+00,4.409286022186279297e+00,4.263214111328125000e+00,4.274642944335937500e+00,3.618910312652587891e+00,9.995888000000000000e+08,4.416589331626892267e+00,4.650940607686038675e+00,4.182238055567745860e+00,5.001618748915431789e-02,3.773981275690688619e+01,-1.919900434044192750e-01,-5.067256941191168806e+01,-4.024715475609945137e-01,3.949592161714981842e+01,2.535800321199143426e+01,-1.766240560000000000e+10,0.000000000000000000e+00,6.400000000000000000e+01,5.073039740746884796e+00
4.432143211364746094e+00,4.552856922149658203e+00,4.357142925262451172e+00,4.548213958740234375e+00,3.850515604019165039e+00,1.163943200000000000e+09,4.412839341163635076e+00,4.635977298103848732e+00,4.189701384223421421e+00,6.134510259160497192e-02,4.830677869471726638e+01,-1.653248526540673780e-01,8.461129626385300639e+01,3.060958284473217494e-01,3.561264876846082927e+01,7.106196466809421963e+01,-1.649846240000000000e+10,0.000000000000000000e+00,6.000000000000000000e+01,5.063210657255588387e+00
4.537143230438232422e+00,4.595714092254638672e+00,4.470356941223144531e+00,4.501070976257324219e+00,3.810605525970458984e+00,1.059629200000000000e+09,4.414928579330444691e+00,4.640535738060020066e+00,4.189321420600869317e+00,6.428798716146977288e-02,4.683171226602460990e+01,-1.463099712938351615e-01,9.545298934122494927e+01,-8.526956887106294791e-02,3.261954921587305023e+01,6.318605332925461227e+01,-1.755809160000000000e+10,0.000000000000000000e+00,5.600000000000000711e+01,5.055089640806231799e+00
4.432143211364746094e+00,4.625000000000000000e+00,4.392857074737548828e+00,4.569285869598388672e+00,3.868354082107543945e+00,1.262102800000000000e+09,4.412321424484252574e+00,4.629365552887132473e+00,4.195277296081372675e+00,6.903574419707086962e-02,4.924669835778965421e+01,-1.243032782089663613e-01,8.586448956609795857e+01,3.513318222190317530e-01,2.976331389200134225e+01,7.458232958600999041e+01,-1.629598880000000000e+10,6.000000000000000000e+01,5.200000000000000000e+01,5.045846658695595899e+00
