Date,Open,High,Low,Close,Adj Close,Volume,50_MA
2020-03-13,66.22250366210938,69.9800033569336,63.23749923706055,69.49250030517578,67.951904296875,370732000,76.45169975280761
2020-03-16,60.48749923706055,64.7699966430664,60.0,60.5525016784668,59.210105895996094,322423600,76.16099975585938
2020-03-17,61.877498626708984,64.40249633789062,59.599998474121094,63.21500015258789,61.81357192993164,324056000,75.93814979553223
2020-03-18,59.942501068115234,62.5,59.279998779296875,61.66749954223633,60.300376892089844,300233600,75.67249984741211
2020-03-19,61.84749984741211,63.209999084472656,60.65250015258789,61.19499969482422,59.838356018066406,271857200,75.4044497680664
2020-03-20,61.79499816894531,62.95750045776367,57.0,57.310001373291016,56.03947448730469,401693200,75.0346997833252
2020-03-23,57.02000045776367,57.125,53.15250015258789,56.092498779296875,54.84896469116211,336752800,74.60839973449707
2020-03-24,59.09000015258789,61.92250061035156,58.57500076293945,61.720001220703125,60.35171127319336,287531200,74.2911498260498
2020-03-25,62.6875,64.5625,61.07500076293945,61.380001068115234,60.01925277709961,303602000,73.93394989013672
2020-03-26,61.630001068115234,64.66999816894531,61.59000015258789,64.61000061035156,63.17763900756836,252087200,73.66274993896485
2020-03-27,63.1875,63.967498779296875,61.76250076293945,61.935001373291016,60.561946868896484,204216800,73.34474998474121
2020-03-30,62.685001373291016,63.880001068115234,62.349998474121094,63.70249938964844,62.290260314941406,167976400,73.0426000213623
2020-03-31,63.900001525878906,65.62249755859375,63.0,63.5724983215332,62.16313552856445,197002000,72.72039993286133
2020-04-01,61.625,62.18000030517578,59.782501220703125,60.227500915527344,58.89229965209961,176218400,72.34209991455079
2020-04-02,60.084999084472656,61.287498474121094,59.224998474121094,61.23249816894531,59.87501525878906,165934000,71.97824981689453
2020-04-03,60.70000076293945,61.42499923706055,59.74250030517578,60.352500915527344,59.0145263671875,129880000,71.58914978027343
2020-04-06,62.724998474121094,65.77749633789062,62.345001220703125,65.61750030517578,64.16280364990234,201820400,71.30994979858399
2020-04-07,67.69999694824219,67.92500305175781,64.75,64.85749816894531,63.41965866088867,202887200,71.06234970092774
2020-04-08,65.68499755859375,66.84249877929688,65.30750274658203,66.51750183105469,65.04286193847656,168895200,70.80424972534179
2020-04-09,67.17500305175781,67.51750183105469,66.17500305175781,66.99749755859375,65.51220703125,161834800,70.52249969482422
2020-04-13,67.07749938964844,68.42500305175781,66.4574966430664,68.3125,66.79805755615234,131022800,70.26939971923828
2020-04-14,70.0,72.0625,69.51249694824219,71.76249694824219,70.17157745361328,194994800,70.157099609375
2020-04-15,70.5999984741211,71.5824966430664,70.15750122070312,71.10749816894531,69.53108978271484,131154400,70.03594955444336
2020-04-16,71.84500122070312,72.05000305175781,70.5875015258789,71.67250061035156,70.08357238769531,157125200,69.87514953613281
2020-04-17,71.17250061035156,71.73750305175781,69.21499633789062,70.69999694824219,69.13262939453125,215250000,69.6818994140625
2020-04-20,69.48750305175781,70.41999816894531,69.2125015258789,69.23249816894531,67.69766998291016,130015200,69.44049942016602
2020-04-21,69.06999969482422,69.3125,66.35749816894531,67.09249877929688,65.60509490966797,180991600,69.18219940185547
2020-04-22,68.40249633789062,69.4749984741211,68.05000305175781,69.0250015258789,67.49475860595703,116862400,68.95494949340821
2020-04-23,68.96749877929688,70.4375,68.71749877929688,68.75749969482422,67.23319244384766,124814400,68.73204956054687
2020-04-24,69.30000305175781,70.75250244140625,69.25,70.74250030517578,69.1741943359375,126161200,68.51089950561523
2020-04-27,70.44999694824219,71.13500213623047,69.98750305175781,70.7925033569336,69.22308349609375,117087600,68.30239959716796
2020-04-28,71.2699966430664,71.4574966430664,69.55000305175781,69.6449966430664,68.10101318359375,112004800,68.07054946899414
2020-04-29,71.18250274658203,72.4175033569336,70.97250366210938,71.93250274658203,70.33781433105469,137280800,67.91419952392579
2020-04-30,72.48999786376953,73.63249969482422,72.0875015258789,73.44999694824219,71.82166290283203,183064000,67.76509948730468
2020-05-01,71.5625,74.75,71.4625015258789,72.26750183105469,70.66537475585938,240616800,67.60894958496094
2020-05-04,72.2925033569336,73.42250061035156,71.58000183105469,73.29000091552734,71.66521453857422,133568000,67.50949966430665
2020-05-05,73.76499938964844,75.25,73.61499786376953,74.38999938964844,72.74081420898438,147751200,67.5063996887207
2020-05-06,75.11499786376953,75.80999755859375,74.71749877929688,75.15750122070312,73.49130249023438,142333600,67.56914978027343
2020-05-07,75.80500030517578,76.2925033569336,75.49250030517578,75.93499755859375,74.25157165527344,115215200,67.62459976196288
2020-05-08,76.41000366210938,77.5875015258789,76.07250213623047,77.53250122070312,76.01888275146484,133838400,67.80764984130859
2020-05-11,77.0250015258789,79.26249694824219,76.80999755859375,78.75250244140625,77.21508026123047,145946400,68.0158999633789
2020-05-12,79.4574966430664,79.92250061035156,77.72750091552734,77.85250091552734,76.33264923095703,162301200,68.07889999389648
2020-05-13,78.0374984741211,78.98750305175781,75.80249786376953,76.9124984741211,75.41099548339844,200622400,68.17054992675781
2020-05-14,76.12750244140625,77.44750213623047,75.38249969482422,77.38500213623047,75.87425994873047,158929200,68.20455001831054
2020-05-15,75.0875015258789,76.9749984741211,75.05249786376953,76.92749786376953,75.42567443847656,166348400,68.27849990844726
2020-05-18,78.2925033569336,79.125,77.58000183105469,78.73999786376953,77.20280456542969,135178400,68.40814987182617
2020-05-19,78.75749969482422,79.62999725341797,78.25250244140625,78.28500366210938,76.75669860839844,101729600,68.64299987792968
2020-05-20,79.16999816894531,79.87999725341797,79.12999725341797,79.80750274658203,78.24947357177734,111504800,68.81244995117187
2020-05-21,79.66500091552734,80.22250366210938,78.96749877929688,79.2125015258789,77.66608428955078,102688800,69.01955001831055
2020-05-22,78.94249725341797,79.80750274658203,78.8375015258789,79.72250366210938,78.1661376953125,81803200,69.37285011291505
2020-05-26,80.875,81.05999755859375,79.125,79.18250274658203,77.63668060302734,125522000,69.56665016174317
2020-05-27,79.03500366210938,79.67749786376953,78.27249908447266,79.52749633789062,77.97493743896484,112945200,69.94615005493164
2020-05-28,79.19249725341797,80.86000061035156,78.90750122070312,79.5625,78.0092544555664,133560800,70.27310005187988
2020-05-29,79.8125,80.2874984741211,79.11750030517578,79.48500061035156,77.93328094482422,153532400,70.62945007324218
2020-06-01,79.4375,80.5875015258789,79.30249786376953,80.4625015258789,78.89169311523438,80791200,71.01480010986329
2020-06-02,80.1875,80.86000061035156,79.73249816894531,80.83499908447266,79.25691223144531,87642800,71.48530006408691
2020-06-03,81.16500091552734,81.55000305175781,80.57499694824219,81.27999877929688,79.69322967529297,104491200,71.98905006408691
2020-06-04,81.09750366210938,81.40499877929688,80.19499969482422,80.58000183105469,79.00688171386719,87560400,72.36625007629395
2020-06-05,80.8375015258789,82.9375,80.80750274658203,82.875,81.25708770751953,137250400,72.79615005493164
2020-06-08,82.5625,83.4000015258789,81.83000183105469,83.36499786376953,81.73751068115234,95654400,73.17125
2020-06-09,83.03500366210938,86.40249633789062,83.00250244140625,85.99749755859375,84.318603515625,147712400,73.65249992370606
2020-06-10,86.9749984741211,88.69249725341797,86.52249908447266,88.20999908447266,86.48793029785156,166651600,74.14264991760254
2020-06-11,87.32749938964844,87.76499938964844,83.87000274658203,83.9749984741211,82.33562469482422,201662400,74.5506999206543
2020-06-12,86.18000030517578,86.94999694824219,83.55500030517578,84.69999694824219,83.04645538330078,200146000,75.04014984130859
2020-06-15,83.3125,86.41999816894531,83.1449966430664,85.74749755859375,84.07350158691406,138808800,75.53044982910156
